Woi,CAPEX,id,Crusher1,microwave_choice,ore_sorter_choice,screen1_choice,part2_choice,Jb1,Screen2,crusher2_choice,Crusher2,part3_choice,primary_bm_BallMill,primary_bm_CS_sim,Screen1,HPGR,hpgr_fsp,hpgr_U
9.497409078,70.55289788,914,10,without,without,without,CAHM,11.1216273,4,,,Mono_Roll,27,0.7,,,,
9.497409078,72.55289788,725,9,without,without,without,CAHM,11.1216273,4,,,Mono_Roll,27,0.7,,,,
9.507995376,70.55482318,868,10,without,without,without,CAHM,11.43080684,4,,,Mono_Roll,27,0.7,,,,
9.558777614,87.65376982,478,9,without,without,without,SAG,10.58718869,4,without,,HPGR_Fines,27,0.68666213,,,,
9.580347533,85.65762041,773,10,without,without,without,SAG,11.2088748,4,without,,HPGR_Fines,27,0.68666213,,,,
9.585980332,96.9753095,801,9,with,without,without,CAHM,17.16616018,4,,,Mono_Roll,27,0.69092156,,,,
9.590557412,87.64991923,683,9,without,without,without,SAG,11.2088748,4,without,,HPGR_Fines,27,0.69092156,,,,
9.606974052,155.3353431,78,9,without,with,without,CAHM,12.33223549,4,,,HPGR_Fines,35,0.69092156,,,,
9.618397347,70.51246669,960,10,without,without,without,CAHM,10.58718869,4,,,Mono_Roll,27,0.721596965,,,,
9.622407792,87.63451687,433,9,without,without,without,SAG,11.53809621,4,without,,HPGR_Fines,27,0.7,,,,
9.623207545,72.52401846,647,9,without,without,without,CAHM,11.53809621,4,,,Mono_Roll,27,0.717642833,,,,
9.633506254,72.5837026,787,9,without,without,without,CAHM,10.79909115,4,,,Mono_Roll,27,0.69092156,,,,
9.648598865,114.6105433,411,9,with,without,with,SAG,12.39324995,4,without,,HPGR_Fines,27,0.7,8,,,
9.663719732,70.68381792,564,10,without,without,without,CAHM,11.87892734,4,,,Mono_Roll,27,0.69092156,,,,
9.663719732,72.68381792,480,9,without,without,without,CAHM,11.87892734,4,,,Mono_Roll,27,0.69092156,,,,
9.670640035,77.37203551,827,9,without,with,without,CAHM,11.1216273,4,,,Mono_Roll,27,0.69092156,,,,
9.697861503,72.49128845,927,9,without,without,without,CAHM,10.58718869,4,,,Mono_Roll,27,0.733221636,,,,
9.707055145,75.36048374,714,10,without,with,without,CAHM,11.1216273,4,,,Mono_Roll,27,0.697064243,,,,
9.712936926,72.66649027,306,9,without,without,without,CAHM,11.87892734,4,,,Mono_Roll,27,0.698849281,,,,
9.712936926,72.66649027,462,9,without,without,without,CAHM,11.87892734,4,,,Mono_Roll,27,0.698849281,,,,
9.720205277,72.66456497,464,9,without,without,without,CAHM,11.87892734,4,,,Mono_Roll,27,0.7,,,,
9.743150915,96.99071186,343,9,with,without,without,CAHM,15.36510088,4,,,Mono_Roll,27,0.720901192,,,,
9.748228495,150.4160902,487,9,without,without,without,CAHM,11.53809621,4,,,HPGR_Fines,35,0.768689088,,,,
9.751632066,90.17889986,576,9,with,without,without,CAHM,11.1216273,4,,,BallMill,27,0.69092156,,,,
9.786925713,72.47011021,908,9,without,without,without,CAHM,10.58718869,4,,,Mono_Roll,27,0.745778195,,,,
9.80220217,110.4250849,289,10,with,without,without,SAG,16.41870453,4,with,5,HPGR_Fines,27,0.737723744,,,,
9.80334771,88.17312398,987,10,with,without,without,CAHM,11.1216273,4,,,BallMill,27,0.7,,,,
9.837519764,112.014572,245,9,with,without,without,SAG,17.77946351,4,without,,HPGR_Fines,27,0.723420983,,,,
9.903523608,70.68766851,264,10,without,without,without,CAHM,12.33223549,4,,,Mono_Roll,27,0.69092156,,,,
9.903523608,70.68766851,420,10,without,without,without,CAHM,12.33223549,4,,,Mono_Roll,27,0.69092156,,,,
9.907669952,72.45085726,871,9,without,without,without,CAHM,11.1216273,4,,,Mono_Roll,27,0.759506783,,,,
9.914088777,101.7982977,423,9,with,with,without,CAHM,15.36510088,4,,,Mono_Roll,27,0.762807534,,,,
9.929851232,74.08107834,688,9,without,without,without,CAHM,11.1216273,4,,,Mono_Roll,28,0.7,,,,
9.959425356,70.66841556,496,10,without,without,without,CAHM,12.33223549,4,,,Mono_Roll,27,0.7,,,,
9.985333715,77.44904729,443,9,without,with,without,CAHM,12.39324995,4,,,Mono_Roll,27,0.7,,,,
10.00126285,120.3468545,984,10,with,without,without,CAHM,11.1216273,4,,,BallMill,27,0.732092023,,,,
10.00305765,72.43160432,819,9,without,without,without,CAHM,11.1216273,4,,,Mono_Roll,27,0.77206549,,,,
10.00383522,77.44327141,261,9,without,with,without,CAHM,12.39324995,4,,,Mono_Roll,27,0.702988399,,,,
10.04484923,89.29425802,363,9,without,without,without,SAG,11.07863184,4,with,0,HPGR_Fines,27,0.7,,,,
10.09784596,85.0715206,723,9,with,without,without,SAG,11.2088748,4,without,,Mono_Roll,27,0.69092156,,,,
10.26453967,72.57985201,589,9,without,without,without,CAHM,12.27641874,4,,,Mono_Roll,27,0.745200627,,,,
10.31527142,83.11195178,696,10,with,without,without,SAG,11.87892734,4,without,,Mono_Roll,27,0.68666213,,,,
10.34329252,90.38028232,436,9,without,without,without,SAG,12.3959496,4,with,1,HPGR_Fines,27,0.7,,,,
10.57138168,100.3586855,397,9,without,without,without,SAG,10.58718869,4,with,9,HPGR_Fines,29,0.74697722,,,,
10.58810859,88.22703223,345,10,with,without,without,CAHM,14,4,,,BallMill,27,0.7,,,,
10.61466498,72.73195029,360,9,without,without,without,CAHM,14,4,,,Mono_Roll,27,0.69092156,,,,
10.6505896,89.94071588,146,9,with,with,without,SAG,12.78044373,4,without,,Mono_Roll,27,0.7,,,,
10.6505896,89.94071588,189,9,with,with,without,SAG,12.78044373,4,without,,Mono_Roll,27,0.7,,,,
10.6505896,89.94071588,203,9,with,with,without,SAG,12.78044373,4,without,,Mono_Roll,27,0.7,,,,
10.65730635,72.70884675,475,9,without,without,without,CAHM,13.69188802,4,,,Mono_Roll,27,0.7,,,,
10.66918219,72.71077205,220,9,without,without,without,CAHM,14,4,,,Mono_Roll,27,0.7,,,,
10.66918219,72.71077205,417,9,without,without,without,CAHM,14,4,,,Mono_Roll,27,0.7,,,,
10.66918219,72.71077205,449,9,without,without,without,CAHM,14,4,,,Mono_Roll,27,0.7,,,,
10.68260144,95.06157221,313,9,with,with,without,CAHM,14,4,,,BallMill,27,0.7,,,,
10.70007094,92.03705811,445,9,with,without,without,SAG,10.58718869,4,with,5,Mono_Roll,29,0.7,,,,
10.74853341,70.77815736,544,10,without,without,without,CAHM,15.76283505,4,,,Mono_Roll,27,0.69092156,,,,
10.80476,85.11772767,205,9,with,without,without,SAG,13.54231903,4,without,,Mono_Roll,27,0.7,,,,
10.9229602,86.76591704,326,9,with,without,without,SAG,14,4,with,0,Mono_Roll,27,0.7,,,,
10.98320178,65.85275298,606,9,without,without,without,CAHM,10.58718869,4,,,BallMill,27,0.68666213,,,,
10.98320178,72.95503054,700,2,without,without,without,CAHM,10.58718869,4,,,BallMill,27,0.68666213,,,,
11.00466931,63.85467828,859,10,without,without,without,CAHM,11.1216273,4,,,BallMill,27,0.68666213,,,,
11.03146095,63.8469771,956,10,without,without,without,CAHM,11.1216273,4,,,BallMill,27,0.690124173,,,,
11.03767958,65.8469771,735,9,without,without,without,CAHM,11.1216273,4,,,BallMill,27,0.69092156,,,,
11.04110481,65.8469771,634,9,without,without,without,CAHM,11.2088748,4,,,BallMill,27,0.69092156,,,,
11.04394641,72.68574322,656,9,without,without,without,CAHM,16.4663093,4,,,Mono_Roll,27,0.729417423,,,,
11.05227528,83.23997932,528,9,without,without,without,CAHM,10.58718869,4,,,Mono_Roll,30,0.694643113,,,,
11.10071143,90.2751646,253,9,with,without,without,CAHM,15.87482406,4,,,BallMill,27,0.7,,,,
11.10974753,63.82772415,613,10,without,without,without,CAHM,11.1216273,4,,,BallMill,27,0.7,,,,
11.10974753,63.82772415,903,10,without,without,without,CAHM,11.1216273,4,,,BallMill,27,0.7,,,,
11.10974753,65.82772415,669,9,without,without,without,CAHM,11.1216273,4,,,BallMill,27,0.7,,,,
11.11320622,63.82964945,808,10,without,without,without,CAHM,11.2088748,4,,,BallMill,27,0.7,,,,
11.11866081,95.65746453,409,9,with,without,without,CAHM,13.53735295,4,,,BallMill,29,0.7,,,,
11.12471027,89.6072923,116,10,with,without,without,SAG,12.53146521,4,without,,Mono_Roll,29,0.737723744,,,,
11.28335268,85.12542885,213,9,with,without,without,SAG,14,4,without,,Mono_Roll,27,0.69092156,,,,
11.29923064,65.95864419,509,9,without,without,without,CAHM,11.87892734,4,,,BallMill,27,0.69092156,,,,
11.30116061,63.84890239,615,10,without,without,without,CAHM,11.30411068,4,,,BallMill,27,0.697064243,,,,
11.30782951,65.88740829,476,9,without,without,without,CAHM,12.78044373,4,,,BallMill,27,0.69092156,,,,
11.30925619,85.11965296,188,9,with,without,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
11.30925619,85.11965296,239,9,with,without,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
11.30925619,85.11965296,249,9,with,without,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
11.3124934,78.34442157,879,9,with,without,without,SAG,10.58718869,4,without,,BallMill,27,0.69092156,,,,
11.34089442,78.34634686,965,9,with,without,without,SAG,11.1216273,4,without,,BallMill,27,0.69092156,,,,
11.35868012,78.33864569,477,9,with,without,without,SAG,10.58718869,4,without,,BallMill,27,0.7,,,,
11.53005475,89.95611824,285,9,with,with,without,SAG,14.3291247,4,without,,Mono_Roll,27,0.7,,,,
11.54251997,63.96249478,469,10,without,without,without,CAHM,12.33223549,4,,,BallMill,27,0.69092156,,,,
11.58458801,87.79046574,386,9,without,without,without,SAG,14,4,without,,HPGR_Fines,27,0.7,,,,
11.59091202,65.97212125,638,9,without,without,without,CAHM,13.48187702,4,,,BallMill,27,0.69092156,,,,
11.59495554,67.09543198,711,9,without,without,without,CAHM,11.2088748,4,,,BallMill,28,0.69092156,,,,
11.60411324,79.0482384,396,9,without,without,without,CAHM,14,4,,,Mono_Roll,29,0.7,,,,
11.60835557,85.14853238,806,9,with,without,without,SAG,14.67529524,4,without,,Mono_Roll,27,0.68666213,,,,
11.6151659,65.94324183,520,9,without,without,without,CAHM,12.33223549,4,,,BallMill,27,0.7,,,,
11.6439936,87.44058041,421,10,without,without,without,SAG,14,4,with,0,HPGR_Fines,27,0.7,,,,
11.6439936,89.44058041,3,9,without,without,without,SAG,14,4,with,0,HPGR_Fines,27,0.7,,,,
11.6439936,89.44058041,217,9,without,without,without,SAG,14,4,with,0,HPGR_Fines,27,0.7,,,,
11.6439936,89.79046574,68,9,without,without,without,SAG,14,4,with,9,HPGR_Fines,27,0.7,,,,
11.6439936,89.79046574,128,9,without,without,without,SAG,14,4,with,9,HPGR_Fines,27,0.7,,,,
11.6439936,157.069287,246,9,without,without,without,SAG,14,4,with,3,HPGR_Fines,27,0.7,,,,
11.81032802,91.66312585,212,9,with,without,without,SAG,14,4,without,,Mono_Roll,29,0.7,,,,
11.81101062,94.90044448,148,2,without,without,without,SAG,17.77946351,4,without,,HPGR_Fines,27,0.7,,,,
11.85224898,115.3688668,590,9,without,without,without,HPGR,,4,,,Mono_Roll,27,0.69092156,,3,2.810928769,1.060563573
11.87089234,83.52438994,100,10,with,without,without,SAG,16.41870453,4,with,5,Mono_Roll,27,0.737723744,,,,
11.87692551,96.55055914,223,2,without,without,without,SAG,17.77946351,4,with,0,HPGR_Fines,27,0.7,,,,
11.89041793,93.11830626,273,9,without,with,without,SAG,14.3291247,4,with,5,HPGR_Fines,27,0.7,,,,
11.98458706,60.73959783,692,9,without,without,without,SAG,11.2088748,4,without,,Mono_Roll,27,0.69092156,,,,
11.98524734,60.73959783,865,9,without,without,without,SAG,11.2225025,4,without,,Mono_Roll,27,0.69092156,,,,
11.9959117,58.74152312,693,10,without,without,without,SAG,11.53809621,4,without,,Mono_Roll,27,0.69092156,,,,
11.9959117,58.74152312,949,10,without,without,without,SAG,11.53809621,4,without,,Mono_Roll,27,0.69092156,,,,
12.02141291,125.7041361,587,10,with,without,without,CAHM,12.78044373,4,,,Mono_Roll,35,0.69092156,,,,
12.02828719,58.72034488,790,10,without,without,without,SAG,11.1216273,4,without,,Mono_Roll,27,0.7,,,,
12.05543428,85.14498454,265,10,with,without,without,SAG,16.41870453,4,with,5,Mono_Roll,28,0.730473287,,,,
12.09141981,66.55252846,651,9,without,without,with,CAHM,11.2088748,4,,,BallMill,27,0.7,9,,,
12.20810038,107.4340023,236,9,without,without,without,SAG,14,4,with,0,HPGR_Fines,30,0.69092156,,,,
12.20997448,66.0260295,471,9,without,without,without,CAHM,14,4,,,BallMill,27,0.682584561,,,,
12.22908174,78.04074331,287,10,with,without,without,SAG,14,4,with,0,BallMill,27,0.7,,,,
12.22908174,80.04074331,1,9,with,without,without,SAG,14,4,with,0,BallMill,27,0.7,,,,
12.22908174,80.04074331,76,9,with,without,without,SAG,14,4,with,0,BallMill,27,0.7,,,,
12.34483011,65.98559832,5,9,without,without,without,CAHM,14,4,,,BallMill,27,0.7,,,,
12.34483011,65.98559832,307,9,without,without,without,CAHM,14,4,,,BallMill,27,0.7,,,,
12.34763191,70.76430475,431,9,without,with,without,CAHM,14,4,,,BallMill,27,0.7,,,,
12.40466865,117.5089245,209,9,without,with,without,SAG,13.89334398,4,with,9,HPGR_Fines,31,0.721042875,,,,
12.40862211,104.1247623,756,10,with,without,without,CAHM,11.1216273,4,,,BallMill,33,0.710137775,,,,
12.41522251,141.9755006,467,9,with,with,without,HPGR,,4,,,BallMill,27,0.7,,4,2.329232421,1.028670502
12.42743263,115.5609075,298,9,without,with,without,SAG,15.26511836,4,without,,HPGR_Fines,31,0.7,,,,
12.57775633,64.02988009,925,10,without,without,without,CAHM,17.17036586,4,,,BallMill,27,0.7,,,,
12.62275272,99.03983829,274,9,with,without,without,SAG,13.77074644,4,without,,Mono_Roll,31,0.69092156,,,,
12.66918274,64.13384601,910,10,without,without,without,CAHM,15.11562452,4,,,BallMill,27,0.7,,,,
12.76213733,60.83586256,448,9,without,without,without,SAG,12.27641874,4,without,,Mono_Roll,27,0.7,,,,
12.76213733,60.83586256,492,9,without,without,without,SAG,12.27641874,4,without,,Mono_Roll,27,0.7,,,,
12.76440367,65.61649429,202,9,without,with,without,SAG,12.39324995,4,without,,Mono_Roll,27,0.7,,,,
12.76478962,58.83586256,897,10,without,without,without,SAG,12.33223549,4,without,,Mono_Roll,27,0.7,,,,
12.76781245,60.83778786,403,9,without,without,without,SAG,12.3959496,4,without,,Mono_Roll,27,0.7,,,,
12.95445733,137.8183028,294,9,with,without,without,CAHM,11.29704399,4,,,Mono_Roll,37,0.69092156,,,,
13.16688625,132.7391194,909,10,with,without,without,CAHM,10.79909115,4,,,Mono_Roll,36,0.760349033,,,,
13.19135249,135.3986899,200,9,without,with,without,SAG,14,4,with,0,HPGR_Fines,34,0.777983336,,,,
13.24386117,80.09850215,199,9,with,without,without,SAG,15.72262779,4,with,0,BallMill,27,0.7,,,,
13.55028366,54.01057351,750,9,without,without,without,SAG,10.58718869,4,without,,BallMill,27,0.69092156,,,,
13.56621159,54.00672292,975,9,without,without,without,SAG,10.58718869,4,without,,BallMill,27,0.693227874,,,,
13.57131891,52.0144241,874,10,without,without,without,SAG,11.1216273,4,without,,BallMill,27,0.690124173,,,,
13.58634872,58.80275701,779,9,without,with,without,SAG,11.53809621,4,without,,BallMill,27,0.69092156,,,,
13.59385334,54.01634939,562,9,without,without,without,SAG,11.53809621,4,without,,BallMill,27,0.69092156,,,,
13.59385334,54.01634939,739,9,without,without,without,SAG,11.53809621,4,without,,BallMill,27,0.69092156,,,,
13.59385334,54.01634939,744,9,without,without,without,SAG,11.53809621,4,without,,BallMill,27,0.69092156,,,,
13.64062564,51.99517115,680,10,without,without,without,SAG,11.1216273,4,without,,BallMill,27,0.7,,,,
13.64062564,51.99517115,803,10,without,without,without,SAG,11.1216273,4,without,,BallMill,27,0.7,,,,
13.64062564,51.99517115,850,10,without,without,without,SAG,11.1216273,4,without,,BallMill,27,0.7,,,,
13.64062564,51.99517115,900,10,without,without,without,SAG,11.1216273,4,without,,BallMill,27,0.7,,,,
13.7369101,54.99902174,574,9,without,without,without,SAG,11.87892734,4,with,10,BallMill,27,0.7,,,,
13.8887941,65.47235514,252,9,without,with,without,SAG,15.95780042,4,without,,Mono_Roll,27,0.7,,,,
13.95379446,54.10683824,468,9,without,without,without,SAG,11.87892734,4,without,,BallMill,27,0.7,,,,
13.99168271,55.69534348,486,9,without,without,without,SAG,11.53809621,4,with,0,BallMill,27,0.682584561,,,,
14.01756999,60.91865024,401,9,without,without,without,SAG,14,4,without,,Mono_Roll,27,0.682584561,,,,
14.06945219,62.57261549,373,9,without,without,without,SAG,14,4,with,0,Mono_Roll,27,0.680727584,,,,
14.0843482,65.65692548,434,9,without,with,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
14.09828827,60.87821905,388,9,without,without,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
14.09828827,60.87821905,402,9,without,without,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
14.14192489,67.30704015,305,9,without,with,without,SAG,14,4,with,0,Mono_Roll,27,0.7,,,,
14.15788629,60.52833372,336,10,without,without,without,SAG,14,4,with,0,Mono_Roll,27,0.7,,,,
14.15788629,62.52833372,4,9,without,without,without,SAG,14,4,with,0,Mono_Roll,27,0.7,,,,
14.15788629,62.52833372,107,9,without,without,without,SAG,14,4,with,0,Mono_Roll,27,0.7,,,,
14.15788629,62.52833372,319,9,without,without,without,SAG,14,4,with,0,Mono_Roll,27,0.7,,,,
14.26729776,133.2130037,591,9,without,without,without,HPGR,,4,,,BallMill,27,0.7,,0,2.352734137,1.768201653
14.2756013,55.74925173,435,9,without,without,without,SAG,12.27641874,4,with,0,BallMill,27,0.682584561,,,,
14.35719631,52.12994178,611,10,without,without,without,SAG,12.33223549,4,without,,BallMill,27,0.69092156,,,,
14.41567128,62.43399428,390,9,without,without,without,SAG,14,4,with,0,Mono_Roll,27,0.747113693,,,,
14.41753385,54.11068883,473,9,without,without,without,SAG,12.27641874,4,without,,BallMill,27,0.7,,,,
14.44903865,113.0127575,749,9,without,without,without,CAHM,11.2088748,4,,,Mono_Roll,37,0.69092156,,,,
14.45209625,54.10106236,384,9,without,without,without,SAG,12.39324995,4,without,,BallMill,27,0.7,,,,
14.47037682,60.66888023,387,10,without,without,without,SAG,14.44353326,4,with,0,Mono_Roll,27,0.7,,,,
14.48385588,56.11261413,302,9,without,without,without,SAG,12.3959496,4,with,9,BallMill,27,0.7,,,,
14.48385588,56.11261413,370,9,without,without,without,SAG,12.3959496,4,with,9,BallMill,27,0.7,,,,
14.52356048,52.74885488,795,10,without,without,with,SAG,11.2088748,4,without,,BallMill,27,0.684896306,9,,,
14.82889417,139.2630956,23,2,without,without,without,HPGR,,4,,,Mono_Roll,33,0.693544652,,3,2.871410058,0.934305176
15.31139707,139.0493879,145,2,without,without,without,HPGR,,4,,,Mono_Roll,33,0.731030226,,3,2.871410058,0.934305176
15.55531161,58.74718141,413,9,without,with,without,SAG,15.95780042,4,without,,BallMill,27,0.7,,,,
15.72122982,55.84359117,367,9,without,without,without,SAG,14,4,with,0,BallMill,27,0.682584561,,,,
15.76726104,52.15112002,864,10,without,without,without,SAG,13.7916438,4,without,,BallMill,27,0.7,,,,
15.77393619,61.25532287,341,2,without,without,without,SAG,14,4,without,,BallMill,27,0.7,,,,
15.80169064,60.58186642,2,9,without,with,without,SAG,14,4,with,0,BallMill,27,0.7,,,,
15.80169064,60.58186642,133,9,without,with,without,SAG,14,4,with,0,BallMill,27,0.7,,,,
15.82592493,56.1568959,198,9,without,without,without,SAG,14,4,with,9,BallMill,27,0.698849281,,,,
15.83365957,55.80315998,0,9,without,without,without,SAG,14,4,with,0,BallMill,27,0.7,,,,
15.83365957,55.80315998,299,9,without,without,without,SAG,14,4,with,0,BallMill,27,0.7,,,,
15.8437406,80.89029891,174,9,without,with,without,SAG,13.89334398,4,with,0,Mono_Roll,31,0.721042875,,,,
16.07938443,54.1934765,484,9,without,without,without,SAG,16.66967097,4,without,,BallMill,27,0.7,,,,
16.09785312,52.1954018,894,10,without,without,without,SAG,17.00724318,4,without,,BallMill,27,0.7,,,,
16.24247546,60.6973841,282,9,without,with,without,SAG,15.11344659,4,with,0,BallMill,27,0.7,,,,
16.24247546,60.6973841,340,9,without,with,without,SAG,15.11344659,4,with,0,BallMill,27,0.7,,,,
16.60425587,65.36974523,588,9,without,without,without,SAG,12.27641874,4,without,,BallMill,31,0.69092156,,,,
17.16733718,101.1532504,525,9,without,without,without,SAG,11.1216273,4,without,,Mono_Roll,37,0.748557796,,,,
17.49543285,67.75037292,317,9,without,with,without,SAG,14,4,without,,BallMill,30,0.694028536,,,,
17.54375995,91.12221925,869,9,without,without,without,CAHM,16.67451664,4,,,BallMill,35,0.69092156,,,,
17.98903262,67.82931001,283,9,without,with,without,SAG,15.36510088,4,without,,BallMill,30,0.7,,,,
18.1862588,67.70037173,404,10,without,without,without,SAG,14.14442307,4,without,,BallMill,33,0.7,,,,
18.51669194,96.97379533,80,9,without,without,without,CAHM,15.26511836,4,,,BallMill,36,0.7,,,,